,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No Service,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
2580,0,1,0,1,-0.09613249364638582,1,1,0,0,0,1,1,1,1,1.2145974820127092,0.3057153212908515,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6169,0,0,0,0,-1.2781075151991979,1,0,0,0,0,0,0,0,1,-0.6567582684191374,-0.9850889918086642,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4667,0,0,1,0,-0.5037100872852865,1,0,1,1,1,1,1,1,0,-1.5078269740676635,-0.8395342386572358,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2652,1,0,0,0,-1.2781075151991979,1,0,0,0,0,0,0,1,0,-0.3033905602258899,-0.9803965198211881,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4595,0,0,1,1,1.452662362181437,1,1,0,1,1,1,1,1,0,0.6837164180604123,1.4449065253865634,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2073,1,0,0,0,-0.748256643468627,1,0,1,1,1,1,1,1,0,-1.4862599308446014,-0.8798498430566779,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
658,1,0,1,1,-1.2373497558353077,1,0,1,1,1,1,1,1,0,-1.4879189341694523,-0.9890544610938552,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1896,1,0,0,0,0.22992958126473476,1,1,1,1,1,1,0,0,0,0.17440239733117757,0.16606471129737413,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6555,1,0,0,0,-0.5852256060130667,1,0,1,1,1,1,1,1,0,-1.494554947468856,-0.8236723615164716,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2606,0,0,0,0,-0.055374734282495744,1,1,1,1,0,0,1,1,0,1.3157966848286158,0.40753976038059,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2221,0,0,1,1,1.5749356402731072,1,0,1,1,1,1,0,0,0,-0.02135999500123212,0.9747340504724136,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3659,1,0,1,0,1.4119046028175468,1,1,1,1,1,0,1,1,0,1.499946053887069,2.2258396099501834,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6659,1,0,1,0,1.615693399636997,1,1,1,1,1,1,1,1,0,0.9159768835395422,1.955967394708016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2379,1,1,1,0,-0.014616974918605675,1,1,0,1,1,0,1,1,0,1.3821568178226529,0.5463972765170293,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1447,1,0,0,1,-1.1558342371075276,1,1,0,0,0,1,0,0,0,0.5344061188238287,-0.8583922481468108,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5766,0,0,1,0,-0.38143680919361633,1,0,0,0,0,1,1,0,0,-0.1557392643141572,-0.4113076166264399,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
342,0,0,1,1,1.3711468434536567,1,1,1,1,1,0,0,0,1,0.09145223108863117,0.9816736217214979,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3372,1,1,0,0,1.004327009178646,1,1,0,1,0,1,1,1,1,1.3340457214019763,1.6008596202191596,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6160,0,0,0,0,0.1484140625369546,1,1,1,0,1,1,1,1,1,0.8280497073224433,0.4703263573961146,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6204,1,0,0,0,-0.789014402832517,0,0,0,0,0,0,0,0,1,-1.312064581735254,-0.8586566127658236,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2527,0,0,0,0,-0.9520454402880774,1,1,0,0,0,0,0,1,1,0.6173562850663752,-0.6509321133765668,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
727,0,0,1,1,-1.1150764777436375,1,0,0,0,0,0,1,0,1,0.5360651221486795,-0.8479718760807256,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5542,0,0,1,0,1.4119046028175468,1,1,0,1,1,1,1,1,0,0.7119194745828783,1.5875973284986875,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
976,1,0,0,0,-1.2781075151991979,1,0,0,0,0,0,0,0,1,0.17274339400632674,-0.9740737993498002,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4025,1,0,0,0,-1.1558342371075276,1,0,0,0,1,0,0,0,1,0.3353257198417174,-0.8630406593644514,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5023,0,0,0,0,-1.2781075151991979,1,0,0,0,0,0,0,0,1,0.18601542060513387,-0.9738975562704584,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1928,0,0,1,1,-0.055374734282495744,1,0,1,1,1,1,1,1,1,-1.497872954118558,-0.7145338346340473,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3516,1,0,0,0,-1.1965919964714178,1,0,0,0,0,0,0,0,1,-0.7098463748143672,-0.9503911355632427,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6770,0,0,1,1,-1.1558342371075276,1,0,0,0,0,0,1,0,1,0.47136399247949373,-0.8728001198830049,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4588,0,0,1,0,0.026140784445284396,1,1,0,0,1,1,0,1,1,1.0055630630814925,0.3205417703404824,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6856,0,0,1,1,1.0450847685425362,1,1,1,1,1,1,1,1,0,-1.312064581735254,-0.33959871371923545,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4279,1,0,1,1,-0.29992129046583615,1,1,1,1,1,1,1,1,1,-1.3037695651109993,-0.7639259576195935,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3755,1,0,0,0,-1.1558342371075276,1,1,0,0,0,0,0,0,1,0.37680080296299057,-0.8643624824595151,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6759,1,1,1,0,0.7597804529953057,1,1,1,0,1,0,0,1,1,0.9607699733105175,1.1272944660276796,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3940,1,0,0,0,-0.5444678466491766,0,0,0,0,0,0,0,0,1,-1.312064581735254,-0.7985136619404263,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1299,0,0,1,0,-0.8705299215602972,1,0,0,0,0,0,0,0,1,-0.6849613249416033,-0.7917503337706838,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4902,0,0,0,0,-0.34067904982972624,1,0,1,0,0,1,0,0,0,-0.2768465070282749,-0.3963049244974672,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6466,1,0,0,0,-0.5852256060130667,1,1,0,0,0,0,0,0,0,0.3137586766186556,-0.39374939984701074,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
660,0,0,0,0,-1.1558342371075276,0,0,0,0,0,0,0,0,1,-1.3419266415825706,-0.9625519080378285,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1790,0,0,0,0,-0.8297721621964071,1,0,0,0,0,0,0,1,0,0.4448199392818785,-0.5874846048135103,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1492,1,1,0,0,-0.5444678466491766,1,1,0,1,0,0,1,0,1,0.7799386109017663,-0.22244112672675828,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4730,1,1,0,0,-0.055374734282495744,1,1,0,0,1,1,1,0,1,1.0586511694767218,0.26317464801471874,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
493,1,1,1,0,1.1673580466342064,1,1,0,1,0,0,0,1,0,-0.02135999500123212,0.7146433261337175,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3647,1,1,0,0,-0.9928031996519674,1,0,0,0,0,0,0,0,1,0.16610738070692294,-0.7524701574623749,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5143,0,0,1,1,0.6782649342675255,1,0,1,1,1,1,1,1,1,0.7467585444047476,0.9095681718857744,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4949,1,0,0,0,-1.1150764777436375,0,0,0,1,0,0,1,1,1,-0.4543598627873242,-0.8700683521532067,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2315,1,0,1,1,0.10765630317306454,1,1,0,0,0,1,1,1,1,0.29053263007074254,0.16762886862653267,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6537,1,0,1,0,1.534177880909217,1,1,1,1,1,1,1,1,0,1.6907314362449257,2.5062643795679427,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6482,1,0,0,0,-1.2781075151991979,1,1,0,0,1,0,1,1,1,1.2195744919872622,-0.960172626466714,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5969,0,0,0,0,-0.055374734282495744,1,0,1,0,1,1,0,0,0,0.7600305710035549,0.1954532447776231,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1085,0,1,0,0,-0.789014402832517,1,0,0,0,1,0,0,0,1,0.3187356865932081,-0.5905468283170745,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6640,1,0,1,1,-0.17764801237416597,0,0,1,0,1,1,1,0,0,-0.46099587608672804,-0.3938375213866817,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6464,1,1,0,0,0.7190226936314156,1,1,1,1,0,0,1,0,1,0.1876744239299847,0.5172510772708752,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
694,0,1,0,0,-0.42219456855750637,1,0,1,1,1,1,1,1,1,-1.4812829208700486,-0.8211388672509329,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1278,1,0,1,1,0.1484140625369546,0,0,1,0,1,1,1,1,0,-0.1325132177662441,-0.020312345106604294,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3198,1,0,1,0,0.3114450999925149,1,1,0,1,1,0,1,1,1,1.3705437945486965,0.8362730812644934,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4966,1,0,1,1,-0.5444678466491766,1,1,0,0,0,0,0,0,0,-0.48422192263464087,-0.6037209984978757,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4753,0,0,1,1,-1.1558342371075276,1,0,0,0,0,0,0,1,0,0.5360651221486795,-0.8714782967879412,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1621,0,0,0,0,0.10765630317306454,1,1,0,0,0,0,1,0,1,0.7218734945319838,0.32977250162101035,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4091,0,0,0,0,-0.5037100872852865,1,1,0,1,0,1,0,1,1,0.13956332750930817,-0.40108551802461423,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3708,1,0,0,0,-0.8705299215602972,1,0,1,1,1,1,1,1,0,-1.4696698975960922,-0.9028936256806214,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3944,0,0,1,1,-0.9520454402880774,1,0,1,1,1,1,1,1,0,-1.474646907570645,-0.9289335406533757,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2561,0,0,1,1,1.5749356402731072,1,1,1,1,1,0,1,0,1,1.1382833290695666,2.1065450756206863,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4920,0,0,1,1,1.5749356402731072,1,0,1,1,1,1,1,1,0,-1.4796239175451977,-0.39260381983128895,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4766,0,0,0,0,1.5749356402731072,1,1,1,1,1,1,1,1,1,1.6077812700023795,2.517037237792712,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
67,0,0,0,0,-0.055374734282495744,1,0,0,1,1,1,1,1,0,0.48131801242859923,0.09541326686622044,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1731,0,1,0,0,-1.2781075151991979,1,0,0,0,0,0,0,0,1,0.1627893740572208,-0.9742059816593067,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5593,1,0,1,0,-0.055374734282495744,1,0,1,1,1,1,0,1,1,0.3585517663896305,0.06335905681092628,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2269,0,0,0,0,-1.2781075151991979,1,0,0,0,0,0,0,0,0,0.20592346050334528,-0.9736331916514457,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4955,1,0,0,0,-1.2781075151991979,1,0,0,0,0,0,0,0,0,0.15615336075781744,-0.9742941031989775,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4539,1,0,1,1,1.4119046028175468,1,1,1,0,1,0,1,1,1,0.4979080456771085,1.327440513005238,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5011,0,1,1,0,0.4337183780841851,1,1,1,1,0,0,1,0,1,0.9889730298329831,0.8266458030554465,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5545,1,1,1,0,-0.46295232792139646,1,0,0,0,1,0,1,0,0,0.7251915011816854,-0.18655362969577943,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
820,0,0,1,0,1.1673580466342064,1,1,0,0,1,1,1,1,1,1.3821568178226529,1.9698245068212672,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1226,0,0,1,0,1.615693399636997,1,1,1,1,1,1,1,1,0,-1.3286546149837632,-0.19853815909102346,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1677,1,0,1,1,-1.0743187183797476,1,1,1,1,1,1,1,1,0,-1.3037695651109993,-0.93732711730703,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5886,0,0,1,1,0.5967494155397454,1,0,1,1,1,1,1,1,0,-1.4912369408191541,-0.586779632496143,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2867,0,0,0,0,-0.34067904982972624,1,0,1,1,1,1,1,1,0,-1.468010894271241,-0.7725178077375073,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3447,1,0,0,0,0.2706873406286248,1,1,0,1,0,0,0,0,0,0.5543141587220402,0.4111307131221797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5492,0,0,1,1,1.3303890840897667,1,1,1,1,1,1,1,1,1,-1.3070875717607013,-0.23444768650692002,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2367,0,0,0,0,-1.2781075151991979,1,0,0,0,1,0,1,0,1,0.6920114346846669,-0.9671782888705514,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4165,1,0,0,0,-1.0743187183797476,1,1,0,0,0,1,0,1,1,0.7716435942775116,-0.7747208462292802,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4691,0,1,1,0,0.963569249814756,1,1,0,0,1,0,1,1,1,1.1930304387896473,1.5013263411608648,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2512,0,0,1,0,-0.38143680919361633,1,0,1,0,1,1,0,1,1,0.1345863175347552,-0.2604876014796744,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5460,1,0,1,0,0.06689854380917447,1,0,1,1,1,1,1,1,0,-1.4812829208700486,-0.7056996502820384,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2723,1,0,0,0,-0.46295232792139646,1,0,1,1,1,1,1,1,0,-1.4663518909463902,-0.82737346618265,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6275,1,0,0,0,1.2081158059980965,1,1,1,1,1,1,0,0,0,0.15615336075781744,0.8622028443126594,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5996,1,0,0,0,1.2081158059980965,1,0,1,1,1,1,1,1,0,-1.4879189341694523,-0.45250443642259114,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5199,0,0,0,0,0.7597804529953057,1,1,0,1,1,1,1,1,1,1.5530341602822986,1.508023578175854,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1143,1,0,1,0,-0.5852256060130667,1,1,0,1,0,0,0,0,0,-0.26191547710461666,-0.5313732144280572,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
397,0,0,0,0,0.06689854380917447,1,0,0,1,0,0,0,0,1,0.3071226633192518,0.10741982664638217,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6487,0,0,1,0,1.1673580466342064,1,1,0,1,0,1,0,1,1,0.9839960198584301,1.5079134262512655,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4161,1,1,0,0,-1.2373497558353077,1,0,0,0,1,0,0,0,0,-0.4891989326091936,-0.9576831929710107,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
786,1,0,1,1,1.615693399636997,1,1,1,0,0,0,0,0,0,-0.31168557685014453,0.7503325497004368,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
6036,0,0,1,0,0.8412959717230858,1,0,1,1,1,1,1,1,0,1.51985409378528,1.5662939462832444,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4705,1,0,0,0,-1.0743187183797476,1,0,1,1,0,0,0,0,1,0.4730229958043446,-0.786793497164195,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1398,0,0,0,0,-0.34067904982972624,1,1,1,0,0,1,0,0,1,0.6521953548882445,-0.1509525276687311,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1659,1,0,1,1,1.452662362181437,1,1,0,1,0,1,0,1,0,0.20260545385364315,1.1364591061534544,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5796,0,0,1,1,0.5967494155397454,0,0,1,1,1,0,1,1,1,-0.1557392643141572,0.21501622658456557,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5111,1,1,0,0,0.5967494155397454,1,0,1,0,0,0,0,1,0,0.690352431359816,0.7761962215938495,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3134,0,0,1,1,0.1484140625369546,1,0,1,1,1,1,1,1,0,-1.5094859773925142,-0.6951691262913645,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3789,1,0,0,0,-0.9520454402880774,1,0,1,1,1,1,1,1,0,-1.4879189341694523,-0.9260916209989888,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3398,0,0,1,1,1.1673580466342064,1,1,1,1,1,0,0,1,1,1.1946894421144982,1.6469912462368819,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2220,1,0,1,0,1.615693399636997,1,0,1,1,0,1,1,1,1,0.48629502240315176,1.5300539630935819,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
979,0,0,1,1,0.10765630317306454,1,0,1,0,0,1,0,0,1,-0.32329860012410083,-0.16066792741744912,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2331,0,0,1,0,-0.29992129046583615,1,1,1,1,1,1,1,1,1,-1.2573174720151734,-0.6816645003367973,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3784,1,1,0,0,0.10765630317306454,1,1,0,0,1,0,1,1,1,1.2179154886624113,0.5356244182922604,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1298,0,0,1,1,-0.34067904982972624,0,0,1,1,1,0,1,1,0,-0.2353714239070017,-0.402231098040336,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4272,1,0,1,0,0.963569249814756,1,1,1,1,1,1,1,1,1,-1.312064581735254,-0.42011977059353106,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4639,1,1,0,0,-0.2591635311019461,1,1,0,0,0,0,1,1,1,0.9591109699856663,0.054392690149411047,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5695,0,0,1,0,1.615693399636997,1,1,1,0,0,0,0,0,0,0.5227930955498724,1.5231584526143334,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3693,0,0,0,0,0.18917182190084467,1,1,1,0,0,0,1,0,0,-0.0014519551030207044,0.029608507116967105,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
82,0,0,1,0,-1.0335609590158574,1,0,0,0,1,0,0,0,1,0.3469387431156742,-0.7859343121524036,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4088,1,0,0,0,-1.0335609590158574,1,1,0,0,0,0,0,0,0,0.295509640045295,-0.7757562743204133,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1967,1,0,0,0,1.4934201215453269,1,1,1,1,1,1,0,1,1,0.4614099725303878,1.355220828386493,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6829,1,0,1,1,-0.9928031996519674,1,0,1,1,1,1,1,1,0,-1.496213950793707,-0.949796315170464,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5505,0,0,1,1,-0.8297721621964071,0,0,0,0,0,1,0,0,0,-1.1428462426004593,-0.8423541279267049,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
423,1,0,1,1,0.47447613744807515,1,1,1,1,1,1,1,1,0,-1.2938155451618936,-0.5155774284420463,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6097,1,0,1,1,1.615693399636997,1,1,1,1,1,1,0,1,0,0.5410421321232325,1.5286219880739296,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1904,1,0,0,0,0.963569249814756,1,1,0,1,0,1,0,1,1,0.9873140265081323,1.2530659335229888,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6384,0,0,1,0,-0.9112876809241872,1,0,1,1,1,1,1,1,0,-1.4796239175451977,-0.9236242178882033,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3917,1,1,0,0,-1.2781075151991979,1,0,0,0,0,0,0,0,0,0.1461993408087115,-0.974426285508484,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3618,1,0,1,1,0.5967494155397454,1,1,0,1,0,0,0,0,0,-0.3465246466720139,0.11347818249875735,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
839,1,0,0,0,0.47447613744807515,1,0,1,1,1,1,1,1,0,-1.4696698975960922,-0.6058799762198132,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4442,1,0,0,0,-1.1965919964714178,1,0,0,0,0,0,1,0,1,0.4580919658806861,-0.898223184078063,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
141,0,0,0,0,-0.9928031996519674,1,1,1,0,0,1,0,1,0,0.21421847712759992,-0.7565237482872368,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5814,1,0,0,0,-0.6667411247408468,1,0,1,1,1,1,1,1,1,-1.4630338842966883,-0.8593615850831908,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1377,1,0,1,1,1.615693399636997,1,1,1,1,1,1,1,0,0,0.5841762185693565,1.557327579621729,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3674,0,0,0,0,-1.2781075151991979,1,0,0,0,0,0,0,0,0,-0.6268962085718208,-0.9846924448801451,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5470,0,1,1,0,1.5749356402731072,1,0,0,1,1,0,0,1,0,0.8214136940230394,1.830548413371391,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6902,0,1,1,0,0.963569249814756,1,1,1,1,1,1,0,0,1,0.12463229758564973,0.7637270237304155,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3808,0,0,1,1,-1.1965919964714178,1,0,1,1,1,1,1,1,0,-1.5061679707428126,-0.9807710363647897,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1138,1,0,1,1,-0.8705299215602972,1,1,1,0,0,0,1,0,1,0.015138078145488575,-0.6861586988600138,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2257,0,0,0,0,1.1266002872703162,1,1,0,0,1,1,1,1,0,0.5261111021995741,1.1307752668446809,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1787,0,1,1,0,0.39296061872029503,1,1,1,0,1,0,1,1,1,1.3439997413510818,1.0215486184225855,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3938,0,0,0,0,-1.2373497558353077,1,0,1,0,0,0,0,0,0,-0.45601886611217507,-0.9506555001822554,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4552,0,0,0,0,-0.9520454402880774,1,0,1,1,1,1,1,1,1,-1.468010894271241,-0.9398606115725687,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
459,1,0,0,0,-1.2781075151991979,1,1,0,0,0,0,0,0,1,0.3452797397908229,-0.9717826393183566,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6435,1,0,1,1,0.8005382123591958,0,0,0,1,1,1,1,0,0,-0.480903915984939,0.12043978413275946,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
948,1,1,0,0,0.10765630317306454,1,1,0,0,1,0,1,1,1,1.1399423323944173,0.49134334460762724,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3700,1,0,0,1,-0.5037100872852865,1,0,1,1,1,1,1,1,1,-1.5028499640931108,-0.8398646944310016,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
